NMFS_DNA_ID	GENOTYPE_NUMBER	BOX_ID	BOX_POSITION	SAMPLE_ID	BATCH_ID	PROJECT_NAME	GENUS	SPECIES	LENGTH	WEIGHT	SEX	AGE	REPORTED_LIFE_STAGE	PHENOTYPE	HATCHERY_MARK	TAG_NUMBER	COLLECTION_DATE	ESTIMATED_DATE	PICKER	PICK_DATE	LEFTOVER_SAMPLE	SAMPLE_COMMENTS	NMFS_DNA_ID	STATE_F	COUNTY_F	WATERSHED	TRIB_1	TRIB_2	WATER_NAME	REACH_SITE	HATCHERY	STRAIN	LATITUDE_F	LONGITUDE_F	LOCATION_COMMENTS_F	Sample_ID	OmyY1	OmyY1	R18251	R18251	R23044	R23044	R30220	R30220	R34286	R34286	R38993	R38993	SH114448	SH114448	R000200	R000200	R033859	R033859	R09768	R09768	R12730	R12730	R24463	R24463	R00586	R00586	R19198	R19198	R23330	R23330	R30355	R30355	R34385	R34385	R39365	R39365	SH121006	SH121006	R018277	R018277	R03418	R03418	R10226	R10226	R13191	R13191	R24493	R24493	R12738	R12738	R19633	R19633	R23813	R23813	R30423	R30423	R34662	R34662	R40094	R40094	SH127236	SH127236	R02551	R02551	R03924	R03924	R10530	R10530	R16543	R16543	R26255	R26255	R13730	R13730	R19731	R19731	R24068	R24068	R30589	R30589	R35324	R35324	R40152	R40152	OMS00116	OMS00116	R02676	R02676	R04143	R04143	R11238	R11238	R19868	R19868	R27050	R27050	R14225	R14225	R21285	R21285	R24273	R24273	R30678	R30678	R37205	R37205	R40252	R40252	OMS00143	OMS00143	R02783	R02783	R04203	R04203	R11353	R11353	R19948	R19948	R30551	R30551	R14383	R14383	R21330	R21330	R24370	R24370	R33010	R33010	R37229	R37229	R40319	R40319	OMS00144	OMS00144	R02785	R02785	R04760	R04760	R11790	R11790	R20353	R20353	R32124	R32124	R14511	R14511	R21561	R21561	R28680	R28680	R33411	R33411	R37560	R37560	R40342	R40342	OMS00159	OMS00159	R03042	R03042	R04944	R04944	R12528	R12528	R21023	R21023	R32692	R32692	R14589	R14589	R22570	R22570	R30015	R30015	R33562	R33562	R38346	R38346	R40580	R40580	OMS00169	OMS00169	R03306	R03306	R08985	R08985	R12611	R12611	R22488	R22488	R36639	R36639
M008194	001	M070	4G	WA-28	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				6/8/02		Anthony Clemento	6/18/02	No		M008194	California	Humboldt	Eel River	Middle Fork Eel River		North Fork Middle Fork Eel River	above Willow Creek barrier						M008194_M070_4G	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	2	2	2	2	2	2	3	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	3	1	1	4	4	2	2	4	4	1	1	3	3	1	4	1	1	1	1	1	1	1	1	4	4	2	2	2	2	1	4	2	3	3	3	4	4	2	2	3	3	2	2	1	1	1	3	1	1	1	1	2	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	3	1	1	2	2	2	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008195	001	M070	4H	WA-29	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				6/8/02		Anthony Clemento	6/18/02	No		M008195	California	Humboldt	Eel River	Middle Fork Eel River		North Fork Middle Fork Eel River	above Willow Creek barrier						M008195_M070_4H	0	0	0	0	2	2	1	1	0	0	3	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	2	2	1	1	0	0	4	4	4	4	0	0	3	3	4	4	0	0	0	0	2	2	0	0	0	0	3	3	3	3	1	2	0	0	0	0	0	0	0	0	1	1	4	4	2	2	0	0	0	0	0	0	1	1	1	1	0	0	1	1	2	2	4	4	0	0	2	4	4	4	3	3	3	3	0	0	2	2	3	3	0	0	0	0	1	1	0	0	1	1	1	1	3	3	0	0	0	0	2	2	2	2	4	4	0	0	0	0	0	0	0	0	4	4	1	1	1	1	0	0	0	0	2	2	2	2	4	4	0	0	4	4	2	2	0	0	4	4	0	0	0	0	0	0	1	1	0	0	1	1	2	2	0	0	0	0	0	0	0	0
M008237	001	M070	10B	CC-01	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008237	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008237_M070_10B	0	0	4	4	2	2	1	1	4	4	3	4	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	0	0	2	4	2	2	2	3	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	3	1	1	4	4	2	2	4	4	1	3	1	1	1	4	0	0	1	1	1	1	1	1	4	4	2	2	2	2	1	4	3	3	3	3	4	4	2	2	3	3	2	2	1	3	1	1	1	1	1	1	1	1	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	3	1	1	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008238	001	M070	10C	CC-02	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008238	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008238_M070_10C	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	2	2	4	2	2	2	3	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	3	1	1	4	4	2	2	4	4	1	3	1	3	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	1	4	2	3	3	3	4	4	2	2	3	3	2	2	1	1	1	3	1	1	1	1	1	1	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	2	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008239	001	M070	10D	CC-03	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008239	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008239_M070_10D	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	1	2	2	2	2	2	2	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	1	1	1	4	4	2	2	4	4	1	1	1	3	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	1	4	2	3	3	3	4	4	2	2	3	3	2	2	1	1	1	3	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	2	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008240	001	M070	10E	CC-04	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008240	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008240_M070_10E	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	3	4	3	4	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	1	4	4	2	2	3	3	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	3	1	1	4	4	2	2	4	4	1	1	1	1	1	4	1	1	1	1	1	1	1	1	4	4	2	2	2	2	1	4	3	3	1	3	4	4	2	2	3	3	2	2	1	1	1	1	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008241	001	M070	10F	CC-05	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008241	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008241_M070_10F	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	2	2	4	2	2	2	2	0	0	3	3	3	2	2	2	4	4	3	3	2	2	1	1	1	1	4	4	2	2	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	1	1	2	3	3	3	4	4	2	2	3	3	2	2	1	1	1	1	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008242	001	M070	10G	CC-06	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008242	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008242_M070_10G	0	0	4	4	2	2	1	1	4	4	4	4	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	1	2	2	2	2	2	2	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	3	1	1	4	4	2	2	4	4	1	1	1	1	4	4	1	1	1	1	1	1	1	1	4	4	2	2	2	2	4	4	2	3	3	3	4	4	2	2	3	3	2	2	1	3	1	1	1	1	1	1	1	1	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	2	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008243	001	M070	10H	CC-07	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008243	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008243_M070_10H	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	4	4	3	4	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	1	2	2	2	2	2	3	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	3	1	1	2	4	2	2	4	4	1	3	1	1	1	4	1	1	1	1	1	1	1	1	4	4	2	2	2	2	1	4	2	3	1	3	4	4	4	4	3	3	2	2	1	1	1	3	1	1	1	1	1	1	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	3	1	1	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008244	001	M070	11A	CC-08	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008244	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008244_M070_11A	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	1	2	2	2	2	2	3	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	1	1	1	4	4	2	2	4	4	1	3	3	3	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	1	4	2	2	3	3	4	4	2	2	3	3	2	2	1	1	1	3	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	2	2	4	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008245	001	M070	11B	CC-09	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008245	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008245_M070_11B	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	3	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	2	2	2	2	2	2	2	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	1	1	1	4	4	2	2	4	4	1	3	1	1	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	1	1	3	3	3	3	4	4	2	2	3	3	2	2	1	3	1	1	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	3	1	1	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008246	001	M070	11C	CC-10	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008246	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008246_M070_11C	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	3	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	0	0	4	4	2	2	2	3	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	3	1	1	4	4	2	2	4	4	1	3	1	1	1	1	1	1	1	1	1	3	1	1	4	4	2	2	2	2	1	4	3	3	3	3	4	4	2	2	3	3	2	2	1	3	1	3	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	3	1	1	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	1	2	4	4	3	3	4	4	3	3
M008247	001	M070	11D	CC-11	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008247	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008247_M070_11D	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	1	2	2	2	2	2	2	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	1	1	1	2	4	2	2	4	4	1	3	3	3	1	4	1	1	1	1	1	1	1	1	4	4	2	2	2	2	4	4	2	2	3	3	4	4	2	2	3	3	2	2	1	1	3	3	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	2	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	0	0	4	4	3	3
M008248	001	M070	11E	CC-12	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008248	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008248_M070_11E	0	0	0	0	2	2	1	1	0	0	3	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	3	2	2	1	1	0	0	4	4	4	4	2	2	3	3	4	4	1	1	0	0	2	2	0	0	0	0	3	3	3	3	2	2	4	4	0	0	2	2	0	0	1	1	4	4	2	2	0	0	3	3	0	0	1	1	1	1	1	1	1	1	2	2	4	4	2	2	2	2	1	1	3	3	3	3	0	0	2	2	3	3	2	2	0	0	0	0	0	0	1	1	1	1	3	3	0	0	0	0	2	2	2	2	4	4	0	0	1	1	0	0	0	0	4	4	1	1	1	1	1	3	0	0	2	2	2	2	1	4	0	0	4	4	2	2	0	0	4	4	0	0	0	0	1	1	1	1	0	0	1	1	2	2	0	0	0	0	0	0	0	0
M008249	001	M070	11F	CC-13	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008249	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008249_M070_11F	0	0	4	4	2	2	1	1	4	4	3	4	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	3	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	1	2	2	2	2	2	2	0	0	3	3	3	3	2	2	0	0	3	3	2	2	1	3	1	1	4	4	2	2	4	4	1	3	1	1	1	4	1	1	1	1	1	1	1	1	4	4	2	2	2	2	1	4	3	3	3	3	4	4	2	2	3	3	2	2	1	1	1	1	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	0	0	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008250	001	M070	11G	CC-14	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008250	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008250_M070_11G	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	1	2	2	2	2	2	2	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	1	1	1	4	4	2	2	4	4	3	3	1	1	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	1	1	3	3	3	3	4	4	2	2	3	3	2	2	1	3	1	3	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	3	1	1	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008251	001	M070	11H	CC-15	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008251	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008251_M070_11H	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	3	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	1	2	4	2	2	2	3	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	1	1	1	4	4	2	2	4	4	1	1	1	3	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	1	1	3	3	3	3	4	4	2	2	3	3	2	2	1	3	1	1	1	1	1	1	2	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	2	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008252	001	M070	12A	CC-16	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008252	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008252_M070_12A	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	1	2	2	2	2	2	3	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	3	1	1	4	4	2	2	4	4	1	3	1	1	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	4	4	2	3	3	3	4	4	2	2	3	3	2	2	1	3	1	3	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	2	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008253	001	M070	12B	CC-17	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008253	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008253_M070_12B	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	1	2	4	2	2	2	3	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	1	1	1	4	4	2	2	4	4	1	3	3	3	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	1	4	2	3	3	3	4	4	2	2	3	3	2	2	1	1	1	3	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	2	2	4	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008254	001	M070	12C	CC-18	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008254	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008254_M070_12C	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	3	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	1	2	4	2	2	2	3	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	1	1	1	4	4	2	2	4	4	1	1	1	1	1	4	1	1	1	1	1	1	1	1	4	4	2	2	2	2	1	4	3	3	3	3	4	4	2	2	3	3	2	2	1	1	1	1	1	1	1	1	2	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	3	1	1	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008255	001	M070	12D	CC-19	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008255	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008255_M070_12D	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	1	2	2	2	2	2	2	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	1	1	1	4	4	2	2	4	4	1	3	1	3	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	1	4	2	3	3	3	4	4	2	2	3	3	2	2	1	3	1	3	1	1	1	1	1	1	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	2	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008256	001	M070	12E	CC-20	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008256	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008256_M070_12E	0	0	4	4	2	2	1	1	4	4	3	4	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	3	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	2	2	2	2	2	2	2	0	0	3	3	3	3	2	2	4	4	3	3	2	2	0	0	1	1	4	4	2	2	4	4	1	3	1	1	1	4	1	1	1	1	1	1	1	1	4	4	2	2	2	2	1	4	3	3	3	3	4	4	2	2	3	3	2	2	1	1	1	1	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	3	1	1	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008257	001	M070	12F	CC-21	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008257	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008257_M070_12F	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	1	2	4	2	2	2	3	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	1	1	1	4	4	2	2	4	4	1	3	1	3	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	4	4	2	3	3	3	4	4	2	2	3	3	2	2	1	3	1	3	1	1	1	1	1	1	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	3	1	1	2	2	2	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008258	001	M070	12G	CC-22	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008258	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008258_M070_12G	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	4	4	4	4	2	2	3	3	4	4	1	1	2	2	2	2	2	2	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	3	1	1	4	4	2	2	4	4	1	3	1	3	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	4	4	2	3	3	3	4	4	2	2	3	3	2	2	3	3	1	3	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	2	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M008259	001	M070	12H	CC-23	A009	Clemento MS Thesis	Oncorhynchus	mykiss					Juvenile				5/11/02		Anthony Clemento	6/18/02	No		M008259	California	Humboldt	Eel River	Middle Fork Eel River		Cutfinger Creek							M008259_M070_12H	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	3	3	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	0	0	4	4	4	4	2	2	3	3	4	4	1	1	2	4	2	2	2	3	0	0	3	3	3	3	2	2	4	4	3	3	2	2	1	3	1	1	4	4	2	2	4	4	1	1	1	3	1	4	1	1	1	1	1	3	1	1	4	4	2	2	2	2	1	1	3	3	3	3	4	4	2	2	3	3	2	2	1	3	1	3	1	1	1	1	2	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	2	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
